district,school,num_applications
Residential District 01,02M288,21
Residential District 01,10X437,3
Residential District 01,10X438,3
Residential District 01,28Q440,3
Residential District 01,01M458,10
Residential District 01,20K490,3
Residential District 01,26Q430,4
Residential District 01,03M417,10
Residential District 01,30Q501,11
Residential District 01,05M499,4
Residential District 01,03M860,2
Residential District 01,27Q260,3
Residential District 01,13K605,7
Residential District 01,13K594,2
Residential District 01,02M374,37
Residential District 01,24Q485,3
Residential District 01,11X455,3
Residential District 01,02M534,90
Residential District 01,02M586,6
Residential District 01,29Q498,3
Residential District 01,07X670,2
Residential District 01,08X405,2
Residential District 01,04M680,2
Residential District 01,02M560,2
Residential District 01,24Q550,4
Residential District 01,19K504,3
Residential District 01,27Q650,4
Residential District 01,11X544,3
Residential District 01,02M545,74
Residential District 01,10X565,2
Residential District 01,02M400,38
Residential District 01,06M468,3
Residential District 01,02M420,100
Residential District 01,03M492,4
Residential District 01,28Q690,3
Residential District 01,06M467,3
Residential District 01,06M463,3
Residential District 01,18K633,3
Residential District 01,17K546,3
Residential District 01,17K539,2
Residential District 01,17K537,3
Residential District 01,03M494,10
Residential District 01,11X275,3
Residential District 01,02M489,55
Residential District 01,02M296,3
Residential District 01,20K485,2
Residential District 01,07X500,2
Residential District 01,02M437,12
Residential District 01,02M605,37
Residential District 01,10X368,2
Residential District 01,02M544,2
Residential District 01,02M407,79
Residential District 01,29Q243,2
Residential District 01,24Q530,3
Residential District 01,21K337,2
Residential District 01,02M438,14
Residential District 01,06M211,3
Residential District 01,02M529,4
Residential District 01,02M313,3
Residential District 01,22K425,2
Residential District 01,21K540,3
Residential District 01,15K462,3
Residential District 01,21K468,2
Residential District 01,10X374,2
Residential District 01,02M419,49
Residential District 01,21K572,2
Residential District 01,02M425,15
Residential District 01,22K535,3
Residential District 01,02M550,3
Residential District 01,30Q450,3
Residential District 01,01M515,37
Residential District 01,02M308,75
Residential District 01,03M541,65
Residential District 01,02M427,3
Residential District 01,02M542,3
Residential District 01,02M392,71
Residential District 01,04M435,33
Residential District 01,02M280,39
Residential District 01,02M459,3
Residential District 01,02M439,131
Residential District 01,24Q585,3
Residential District 01,17K590,2
Residential District 01,28Q167,2
Residential District 01,22K405,13
Residential District 01,08X312,3
Residential District 01,15K684,21
Residential District 01,02M418,163
Residential District 01,05M304,2
Residential District 01,12X242,2
Residential District 01,07X473,2
Residential District 01,02M432,11
Residential District 01,02M520,18
Residential District 01,02M412,110
Residential District 01,02M414,92
Residential District 01,02M376,117
Residential District 01,02M543,92
Residential District 01,31R440,2
Residential District 01,01M539,175
Residential District 01,20K445,3
Residential District 01,01M292,163
Residential District 01,02M298,156
Residential District 01,04M495,9
Residential District 01,15K464,2
Residential District 01,08X320,2
Residential District 01,11X542,2
Residential District 01,19K507,2
Residential District 01,02M408,9
Residential District 01,28Q310,3
Residential District 01,25Q241,2
Residential District 01,24Q600,3
Residential District 01,02M422,28
Residential District 01,02M580,13
Residential District 01,10X141,2
Residential District 01,24Q560,3
Residential District 01,27Q323,2
Residential District 01,02M413,91
Residential District 01,08X348,2
Residential District 01,13K419,10
Residential District 01,17K543,3
Residential District 01,07X221,2
Residential District 01,03M859,6
Residential District 01,02M139,22
Residential District 01,02M519,21
Residential District 01,32K552,3
Residential District 01,15K497,2
Residential District 01,16K688,2
Residential District 01,32K168,3
Residential District 01,02M260,102
Residential District 01,06M462,3
Residential District 01,03M403,6
Residential District 01,02M399,12
Residential District 01,02M655,2
Residential District 01,14K478,3
Residential District 01,02M600,36
Residential District 01,07X223,2
Residential District 01,07X551,2
Residential District 01,02M135,25
Residential District 01,05M157,2
Residential District 01,03M402,2
Residential District 01,13K483,13
Residential District 01,14K454,3
Residential District 01,28Q620,3
Residential District 01,05M670,3
Residential District 01,25Q525,12
Residential District 01,19K615,3
Residential District 01,02M533,27
Residential District 01,02M500,6
Residential District 01,07X495,2
Residential District 01,01M448,190
Residential District 01,02M305,59
Residential District 01,02M507,14
Residential District 01,13K527,2
Residential District 01,02M282,65
Residential District 01,02M551,24
Residential District 01,03M307,2
Residential District 01,05M369,3
Residential District 01,02M316,3
Residential District 01,02M300,6
Residential District 01,13K350,3
Residential District 01,02M449,3
Residential District 01,19K660,3
Residential District 01,03M415,3
Residential District 01,06M348,2
Residential District 01,10X243,2
Residential District 01,03M291,2
Residential District 01,08X558,1
Residential District 01,21K620,3
Residential District 01,14K558,4
Residential District 01,14K561,2
Residential District 01,19K510,3
Residential District 01,10X353,2
Residential District 01,28Q284,2
Residential District 01,04M610,3
Residential District 01,28Q896,2
Residential District 02,02M047,33
Residential District 02,15K960,8
Residential District 02,08X636,3
Residential District 02,14K610,6
Residential District 02,06M540,26
Residential District 02,30Q301,63
Residential District 02,17K382,6
Residential District 02,18K637,3
Residential District 02,32K403,4
Residential District 02,17K751,4
Residential District 02,09X365,2
Residential District 02,02M546,231
Residential District 02,19K404,4
Residential District 02,30Q575,23
Residential District 02,24Q264,23
Residential District 02,17K408,3
Residential District 02,19K618,3
Residential District 02,27Q309,3
Residential District 02,07X600,6
Residential District 02,32K554,2
Residential District 02,08X376,2
Residential District 02,08X367,3
Residential District 02,02M630,223
Residential District 02,11X299,3
Residential District 02,27Q400,3
Residential District 02,24Q610,46
Residential District 02,30Q580,78
Residential District 02,01M696,586
Residential District 02,24Q299,184
Residential District 02,02M411,1274
Residential District 02,26Q495,2
Residential District 02,03M479,1246
Residential District 02,13K595,10
Residential District 02,10X434,2
Residential District 02,13K670,7
Residential District 02,29Q313,2
Residential District 02,26Q415,2
Residential District 02,16K455,2
Residential District 02,11X290,2
Residential District 02,08X432,2
Residential District 02,09X260,6
Residential District 02,08X561,2
Residential District 02,09X324,2
Residential District 02,10X213,2
Residential District 02,11X249,3
Residential District 02,11X253,2
Residential District 02,11X418,3
Residential District 02,09X412,2
Residential District 02,12X267,2
Residential District 02,07X527,2
Residential District 02,08X349,2
Residential District 02,09X505,3
Residential District 02,10X546,2
Residential District 02,11X508,2
Residential District 02,13K553,2
Residential District 02,17K547,3
Residential District 02,15K448,2
Residential District 02,22K555,7
Residential District 02,13K412,9
Residential District 02,16K498,7
Residential District 02,15K656,27
Residential District 02,17K745,3
Residential District 02,13K439,2
Residential District 02,19K639,2
Residential District 02,14K488,3
Residential District 02,17K548,6
Residential District 02,21K690,3
Residential District 02,18K567,3
Residential District 02,02M393,93
Residential District 02,26Q315,6
Residential District 02,31R047,3
Residential District 02,10X442,2
Residential District 02,04M555,292
Residential District 02,27Q262,3
Residential District 02,02M615,104
Residential District 02,06M293,11
Residential District 02,13K674,18
Residential District 02,24Q293,2
Residential District 02,17K600,3
Residential District 02,15K519,3
Residential District 02,11X288,3
Residential District 02,05M362,365
Residential District 02,06M346,2
Residential District 02,07X427,3
Residential District 02,09X327,2
Residential District 02,18K629,3
Residential District 02,31R450,3
Residential District 02,19K659,2
Residential District 02,10X440,22
Residential District 02,13K963,2
Residential District 02,15K429,3
Residential District 02,10X549,2
Residential District 02,13K265,8
Residential District 02,09X329,2
Residential District 02,32K545,2
Residential District 02,09X231,2
Residential District 02,23K644,3
Residential District 02,05M148,2
Residential District 02,01M450,194
Residential District 02,14K477,2
Residential District 02,25Q281,2
Residential District 02,21K525,6
Residential District 02,02M416,1246
Residential District 02,02M394,32
Residential District 02,30Q258,6
Residential District 02,04M372,21
Residential District 02,02M294,326
Residential District 02,29Q265,2
Residential District 02,19K502,3
Residential District 02,02M303,60
Residential District 02,12X682,2
Residential District 02,02M288,95
Residential District 02,10X437,9
Residential District 02,10X438,2
Residential District 02,28Q440,12
Residential District 02,01M458,7
Residential District 02,20K490,12
Residential District 02,26Q430,8
Residential District 02,03M417,268
Residential District 02,30Q501,224
Residential District 02,20K505,2
Residential District 02,05M499,11
Residential District 02,03M860,8
Residential District 02,09X517,2
Residential District 02,27Q260,3
Residential District 02,29Q272,4
Residential District 02,13K605,12
Residential District 02,13K594,2
Residential District 02,30Q417,11
Residential District 02,02M374,108
Residential District 02,06M552,9
Residential District 02,24Q485,3
Residential District 02,07X259,2
Residential District 02,11X455,3
Residential District 02,02M534,252
Residential District 02,02M586,2
Residential District 02,29Q498,3
Residential District 02,07X670,2
Residential District 02,04M680,17
Residential District 02,02M560,13
Residential District 02,24Q550,6
Residential District 02,19K504,3
Residential District 02,28Q328,2
Residential District 02,27Q650,8
Residential District 02,11X544,3
Residential District 02,02M545,243
Residential District 02,10X565,2
Residential District 02,02M400,530
Residential District 02,06M468,9
Residential District 02,02M420,244
Residential District 02,03M492,42
Residential District 02,28Q690,3
Residential District 02,06M467,3
Residential District 02,06M463,3
Residential District 02,18K633,3
Residential District 02,17K546,3
Residential District 02,17K539,2
Residential District 02,24Q267,2
Residential District 02,03M494,78
Residential District 02,02M489,230
Residential District 02,02M296,46
Residential District 02,21K348,3
Residential District 02,20K485,9
Residential District 02,12X550,2
Residential District 02,28Q505,3
Residential District 02,07X500,2
Residential District 02,02M437,90
Residential District 02,02M605,147
Residential District 02,10X368,1
Residential District 02,02M544,2
Residential District 02,30Q502,2
Residential District 02,02M407,169
Residential District 02,29Q243,2
Residential District 02,24Q530,6
Residential District 02,21K337,2
Residential District 02,02M438,67
Residential District 02,24Q236,2
Residential District 02,10X342,2
Residential District 02,06M211,3
Residential District 02,18K563,2
Residential District 02,02M529,92
Residential District 02,02M313,11
Residential District 02,22K425,2
Residential District 02,25Q425,6
Residential District 02,21K540,6
Residential District 02,15K462,3
Residential District 02,10X228,1
Residential District 02,14K071,3
Residential District 02,21K468,2
Residential District 02,10X268,2
Residential District 02,10X374,2
Residential District 02,02M419,63
Residential District 02,02M425,40
Residential District 02,22K535,27
Residential District 02,02M550,16
Residential District 02,30Q450,13
Residential District 02,08X530,2
Residential District 02,01M515,37
Residential District 02,02M308,62
Residential District 02,14K586,1
Residential District 02,03M541,668
Residential District 02,02M427,70
Residential District 02,02M542,82
Residential District 02,02M392,140
Residential District 02,04M435,449
Residential District 02,02M280,53
Residential District 02,02M459,77
Residential District 02,02M439,651
Residential District 02,10X477,2
Residential District 02,24Q585,9
Residential District 02,17K590,2
Residential District 02,28Q167,2
Residential District 02,24Q520,3
Residential District 02,22K405,64
Residential District 02,08X312,3
Residential District 02,15K684,109
Residential District 02,02M418,1157
Residential District 02,07X473,2
Residential District 02,19K583,2
Residential District 02,02M432,93
Residential District 02,02M520,26
Residential District 02,02M412,1054
Residential District 02,02M414,906
Residential District 02,02M376,566
Residential District 02,16K765,3
Residential District 02,02M543,69
Residential District 02,31R440,2
Residential District 02,01M539,649
Residential District 02,20K445,10
Residential District 02,11X513,2
Residential District 02,24Q455,2
Residential District 02,01M292,30
Residential District 02,22K611,2
Residential District 02,14K474,2
Residential District 02,02M298,193
Residential District 02,24Q296,2
Residential District 02,04M495,160
Residential District 02,15K464,2
Residential District 02,17K122,3
Residential District 02,19K507,2
Residential District 02,31R445,3
Residential District 02,02M408,103
Residential District 02,27Q302,2
Residential District 02,25Q241,2
Residential District 02,26Q566,3
Residential District 02,28Q686,3
Residential District 02,24Q600,13
Residential District 02,02M422,63
Residential District 02,21K344,3
Residential District 02,08X293,2
Residential District 02,02M531,20
Residential District 02,02M580,185
Residential District 02,25Q670,2
Residential District 02,24Q560,14
Residential District 02,27Q323,2
Residential District 02,02M413,750
Residential District 02,13K419,21
Residential District 02,17K543,3
Residential District 02,07X221,2
Residential District 02,03M859,58
Residential District 02,02M139,69
Residential District 02,15K667,3
Residential District 02,02M519,108
Residential District 02,23K697,2
Residential District 02,32K552,3
Residential District 02,15K497,8
Residential District 02,16K688,2
Residential District 02,32K168,3
Residential District 02,32K549,2
Residential District 02,02M260,945
Residential District 02,06M462,7
Residential District 02,03M403,43
Residential District 02,02M399,49
Residential District 02,02M655,38
Residential District 02,14K478,9
Residential District 02,02M600,142
Residential District 02,07X223,2
Residential District 02,10X237,3
Residential District 02,03M299,27
Residential District 02,12X521,2
Residential District 02,19K764,3
Residential District 02,02M135,20
Residential District 02,05M157,2
Residential District 02,03M402,31
Residential District 02,13K483,14
Residential District 02,14K454,3
Residential District 02,10X225,8
Residential District 02,28Q620,3
Residential District 02,05M670,2
Residential District 02,31R455,2
Residential District 02,25Q525,190
Residential District 02,02M533,45
Residential District 02,02M500,31
Residential District 02,07X495,10
Residential District 02,01M448,287
Residential District 02,02M305,17
Residential District 02,02M507,228
Residential District 02,13K527,2
Residential District 02,02M282,120
Residential District 02,02M551,131
Residential District 02,09X241,2
Residential District 02,03M307,29
Residential District 02,05M369,3
Residential District 02,02M316,3
Residential District 02,02M300,52
Residential District 02,13K350,3
Residential District 02,02M449,76
Residential District 02,19K660,3
Residential District 02,03M415,17
Residential District 02,06M348,2
Residential District 02,03M291,234
Residential District 02,30Q445,3
Residential District 02,21K620,7
Residential District 02,14K558,8
Residential District 02,14K561,8
Residential District 02,12X684,2
Residential District 02,19K510,3
Residential District 02,10X353,2
Residential District 02,28Q284,2
Residential District 02,04M610,15
Residential District 02,30Q286,2
Residential District 02,09X568,2
Residential District 03,02M047,6
Residential District 03,15K960,3
Residential District 03,08X636,3
Residential District 03,14K610,6
Residential District 03,06M540,97
Residential District 03,30Q301,23
Residential District 03,17K382,4
Residential District 03,18K637,3
Residential District 03,09X365,2
Residential District 03,11X270,3
Residential District 03,02M546,69
Residential District 03,30Q575,3
Residential District 03,24Q264,7
Residential District 03,17K408,3
Residential District 03,07X600,12
Residential District 03,32K554,2
Residential District 03,08X376,2
Residential District 03,08X367,3
Residential District 03,02M630,153
Residential District 03,11X299,3
Residential District 03,27Q400,3
Residential District 03,24Q610,14
Residential District 03,30Q580,24
Residential District 03,01M696,248
Residential District 03,24Q299,151
Residential District 03,02M411,399
Residential District 03,03M479,630
Residential District 03,13K595,3
Residential District 03,10X434,2
Residential District 03,13K670,4
Residential District 03,29Q313,2
Residential District 03,10X264,2
Residential District 03,11X290,2
Residential District 03,11X545,2
Residential District 03,08X537,3
Residential District 03,09X260,3
Residential District 03,09X227,2
Residential District 03,08X561,1
Residential District 03,07X522,3
Residential District 03,10X213,2
Residential District 03,12X511,2
Residential District 03,11X249,3
Residential District 03,10X439,2
Residential District 03,09X413,3
Residential District 03,11X253,2
Residential District 03,11X418,3
Residential District 03,09X412,2
Residential District 03,12X267,2
Residential District 03,09X525,2
Residential District 03,07X527,2
Residential District 03,07X625,3
Residential District 03,09X505,6
Residential District 03,10X284,2
Residential District 03,08X269,3
Residential District 03,11X508,2
Residential District 03,13K553,2
Residential District 03,17K547,3
Residential District 03,15K448,2
Residential District 03,22K555,2
Residential District 03,13K412,3
Residential District 03,16K498,3
Residential District 03,15K656,11
Residential District 03,14K488,3
Residential District 03,17K548,3
Residential District 03,02M393,72
Residential District 03,26Q315,3
Residential District 03,07X548,6
Residential District 03,10X442,2
Residential District 03,04M555,321
Residential District 03,02M615,33
Residential District 03,06M293,14
Residential District 03,13K674,3
Residential District 03,17K600,3
Residential District 03,09X564,2
Residential District 03,15K519,3
Residential District 03,11X288,2
Residential District 03,05M362,497
Residential District 03,06M346,11
Residential District 03,07X427,3
Residential District 03,31R450,3
Residential District 03,10X440,11
Residential District 03,13K963,2
Residential District 03,15K429,3
Residential District 03,13K265,3
Residential District 03,09X231,2
Residential District 03,23K644,3
Residential District 03,05M148,22
Residential District 03,01M450,44
Residential District 03,21K525,2
Residential District 03,02M416,570
Residential District 03,02M394,3
Residential District 03,30Q258,3
Residential District 03,04M372,20
Residential District 03,02M294,103
Residential District 03,09X250,3
Residential District 03,12X251,2
Residential District 03,19K502,3
Residential District 03,02M303,35
Residential District 03,02M288,70
Residential District 03,10X437,3
Residential District 03,10X438,2
Residential District 03,28Q440,3
Residential District 03,01M458,3
Residential District 03,20K490,3
Residential District 03,26Q430,3
Residential District 03,03M417,287
Residential District 03,30Q501,110
Residential District 03,05M499,37
Residential District 03,03M860,51
Residential District 03,09X517,2
Residential District 03,27Q260,3
Residential District 03,13K605,4
Residential District 03,13K594,2
Residential District 03,30Q417,2
Residential District 03,02M374,49
Residential District 03,06M552,7
Residential District 03,24Q485,3
Residential District 03,07X259,7
Residential District 03,11X455,3
Residential District 03,02M534,159
Residential District 03,02M586,2
Residential District 03,07X670,6
Residential District 03,08X405,2
Residential District 03,04M680,36
Residential District 03,27Q650,4
Residential District 03,11X544,3
Residential District 03,02M545,18
Residential District 03,10X565,2
Residential District 03,02M400,328
Residential District 03,06M423,3
Residential District 03,06M468,6
Residential District 03,02M420,49
Residential District 03,03M492,38
Residential District 03,06M467,6
Residential District 03,06M463,7
Residential District 03,17K537,3
Residential District 03,24Q267,2
Residential District 03,03M494,90
Residential District 03,02M489,62
Residential District 03,02M296,21
Residential District 03,21K348,3
Residential District 03,28Q505,3
Residential District 03,07X500,2
Residential District 03,02M437,23
Residential District 03,02M605,74
Residential District 03,10X368,1
Residential District 03,02M544,2
Residential District 03,02M407,62
Residential District 03,07X334,2
Residential District 03,17K524,2
Residential District 03,02M438,3
Residential District 03,06M211,16
Residential District 03,02M529,25
Residential District 03,25Q425,3
Residential District 03,21K540,3
Residential District 03,14K071,3
Residential District 03,10X374,2
Residential District 03,02M419,35
Residential District 03,02M425,11
Residential District 03,22K535,3
Residential District 03,02M550,3
Residential District 03,21K559,3
Residential District 03,30Q450,3
Residential District 03,08X530,2
Residential District 03,02M308,31
Residential District 03,14K586,1
Residential District 03,03M541,434
Residential District 03,02M427,3
Residential District 03,02M542,25
Residential District 03,02M392,62
Residential District 03,04M435,340
Residential District 03,02M280,13
Residential District 03,02M459,18
Residential District 03,02M439,250
Residential District 03,10X477,2
Residential District 03,29Q492,2
Residential District 03,17K590,2
Residential District 03,12X248,2
Residential District 03,24Q520,3
Residential District 03,22K405,7
Residential District 03,15K684,11
Residential District 03,02M418,418
Residential District 03,09X297,2
Residential District 03,09X252,2
Residential District 03,05M304,40
Residential District 03,02M432,13
Residential District 03,02M520,7
Residential District 03,02M412,361
Residential District 03,02M414,377
Residential District 03,02M376,276
Residential District 03,02M543,21
Residential District 03,01M539,211
Residential District 03,20K445,3
Residential District 03,11X513,2
Residential District 03,01M292,14
Residential District 03,02M298,60
Residential District 03,04M495,163
Residential District 03,08X320,2
Residential District 03,11X542,6
Residential District 03,19K507,2
Residential District 03,02M408,63
Residential District 03,24Q600,3
Residential District 03,02M422,25
Residential District 03,08X293,2
Residential District 03,02M531,26
Residential District 03,02M580,33
Residential District 03,24Q560,3
Residential District 03,27Q323,2
Residential District 03,09X404,2
Residential District 03,02M413,180
Residential District 03,07X221,2
Residential District 03,03M859,40
Residential District 03,02M139,26
Residential District 03,15K667,2
Residential District 03,31R460,2
Residential District 03,02M519,53
Residential District 03,32K552,3
Residential District 03,15K497,2
Residential District 03,16K688,2
Residential District 03,12X478,2
Residential District 03,02M260,291
Residential District 03,06M462,9
Residential District 03,03M403,93
Residential District 03,02M399,11
Residential District 03,02M655,20
Residential District 03,14K478,3
Residential District 03,17K528,2
Residential District 03,02M600,65
Residential District 03,07X223,2
Residential District 03,10X237,3
Residential District 03,03M299,25
Residential District 03,12X521,2
Residential District 03,07X551,2
Residential District 03,02M135,6
Residential District 03,05M157,20
Residential District 03,03M402,86
Residential District 03,13K483,3
Residential District 03,14K454,3
Residential District 03,10X225,3
Residential District 03,28Q620,3
Residential District 03,05M670,28
Residential District 03,31R455,2
Residential District 03,25Q525,36
Residential District 03,02M533,7
Residential District 03,02M500,9
Residential District 03,07X495,16
Residential District 03,01M448,37
Residential District 03,02M305,12
Residential District 03,02M507,140
Residential District 03,13K527,2
Residential District 03,02M282,39
Residential District 03,02M551,30
Residential District 03,09X241,2
Residential District 03,03M307,56
Residential District 03,05M369,29
Residential District 03,02M316,3
Residential District 03,02M300,22
Residential District 03,02M449,19
Residential District 03,19K660,3
Residential District 03,03M415,61
Residential District 03,06M348,6
Residential District 03,10X243,2
Residential District 03,03M291,487
Residential District 03,30Q445,3
Residential District 03,14K558,4
Residential District 03,14K561,2
Residential District 03,12X684,2
Residential District 03,08X282,2
Residential District 03,10X353,2
Residential District 03,04M610,36
Residential District 03,30Q286,2
Residential District 03,09X568,2
Residential District 04,02M047,24
Residential District 04,15K960,3
Residential District 04,08X636,9
Residential District 04,14K610,7
Residential District 04,06M540,104
Residential District 04,30Q301,16
Residential District 04,17K382,4
Residential District 04,18K637,3
Residential District 04,17K751,3
Residential District 04,09X365,2
Residential District 04,11X270,3
Residential District 04,02M546,108
Residential District 04,19K404,3
Residential District 04,30Q575,3
Residential District 04,24Q264,7
Residential District 04,17K408,3
Residential District 04,19K618,6
Residential District 04,27Q309,3
Residential District 04,07X600,20
Residential District 04,08X376,2
Residential District 04,08X367,3
Residential District 04,02M630,126
Residential District 04,11X299,3
Residential District 04,27Q400,3
Residential District 04,24Q610,14
Residential District 04,30Q580,4
Residential District 04,01M696,98
Residential District 04,24Q299,18
Residential District 04,02M411,139
Residential District 04,26Q495,2
Residential District 04,03M479,162
Residential District 04,13K595,3
Residential District 04,10X434,2
Residential District 04,13K670,4
Residential District 04,26Q415,2
Residential District 04,16K455,2
Residential District 04,10X264,2
Residential District 04,11X290,2
Residential District 04,11X545,2
Residential District 04,08X432,2
Residential District 04,12X479,1
Residential District 04,09X260,20
Residential District 04,10X351,2
Residential District 04,09X227,2
Residential District 04,07X522,3
Residential District 04,09X324,2
Residential District 04,10X213,2
Residential District 04,12X511,2
Residential District 04,11X249,2
Residential District 04,10X439,2
Residential District 04,09X413,7
Residential District 04,11X253,2
Residential District 04,11X418,3
Residential District 04,09X412,2
Residential District 04,09X403,2
Residential District 04,12X267,2
Residential District 04,09X525,2
Residential District 04,07X527,6
Residential District 04,07X625,2
Residential District 04,09X505,10
Residential District 04,10X284,2
Residential District 04,08X269,2
Residential District 04,10X546,2
Residential District 04,11X508,2
Residential District 04,15K448,2
Residential District 04,13K412,3
Residential District 04,16K498,3
Residential District 04,15K656,6
Residential District 04,13K439,2
Residential District 04,19K639,2
Residential District 04,14K488,2
Residential District 04,17K548,3
Residential District 04,32K556,2
Residential District 04,02M393,66
Residential District 04,07X548,16
Residential District 04,10X442,2
Residential District 04,04M555,447
Residential District 04,27Q262,3
Residential District 04,02M615,44
Residential District 04,06M293,23
Residential District 04,13K674,9
Residential District 04,24Q293,2
Residential District 04,09X564,2
Residential District 04,15K519,3
Residential District 04,11X288,2
Residential District 04,05M362,228
Residential District 04,06M346,11
Residential District 04,07X427,3
Residential District 04,09X327,1
Residential District 04,10X524,1
Residential District 04,31R450,3
Residential District 04,19K659,2
Residential District 04,10X440,3
Residential District 04,15K429,3
Residential District 04,10X549,2
Residential District 04,13K265,3
Residential District 04,09X329,2
Residential District 04,09X231,2
Residential District 04,23K644,3
Residential District 04,29Q327,3
Residential District 04,05M148,34
Residential District 04,12X271,2
Residential District 04,01M450,37
Residential District 04,14K477,2
Residential District 04,25Q281,2
Residential District 04,21K525,2
Residential District 04,02M416,284
Residential District 04,02M394,3
Residential District 04,30Q258,8
Residential District 04,04M372,129
Residential District 04,02M294,46
Residential District 04,09X250,3
Residential District 04,02M303,16
Residential District 04,12X682,2
Residential District 04,25Q460,2
Residential District 04,02M288,46
Residential District 04,10X437,17
Residential District 04,10X438,2
Residential District 04,28Q440,3
Residential District 04,01M458,2
Residential District 04,20K490,3
Residential District 04,26Q430,3
Residential District 04,03M417,64
Residential District 04,30Q501,36
Residential District 04,05M499,40
Residential District 04,03M860,85
Residential District 04,09X517,2
Residential District 04,27Q260,3
Residential District 04,29Q272,4
Residential District 04,13K605,4
Residential District 04,30Q417,2
Residential District 04,02M374,51
Residential District 04,06M552,9
Residential District 04,24Q485,3
Residential District 04,07X259,13
Residential District 04,11X455,8
Residential District 04,02M534,48
Residential District 04,02M586,2
Residential District 04,29Q498,3
Residential District 04,07X670,7
Residential District 04,08X405,2
Residential District 04,04M680,155
Residential District 04,02M560,2
Residential District 04,24Q550,4
Residential District 04,19K504,3
Residential District 04,28Q328,2
Residential District 04,27Q650,4
Residential District 04,11X544,3
Residential District 04,02M545,15
Residential District 04,10X565,2
Residential District 04,02M400,63
Residential District 04,06M423,3
Residential District 04,06M468,11
Residential District 04,02M420,79
Residential District 04,18K617,2
Residential District 04,03M492,15
Residential District 04,06M467,7
Residential District 04,06M463,9
Residential District 04,18K633,3
Residential District 04,10X433,3
Residential District 04,09X543,2
Residential District 04,03M494,54
Residential District 04,11X275,3
Residential District 04,02M489,39
Residential District 04,02M296,20
Residential District 04,11X509,1
Residential District 04,21K348,3
Residential District 04,20K485,2
Residential District 04,12X550,2
Residential District 04,07X500,6
Residential District 04,02M437,32
Residential District 04,02M605,26
Residential District 04,10X368,1
Residential District 04,02M544,2
Residential District 04,02M407,3
Residential District 04,07X334,2
Residential District 04,24Q530,6
Residential District 04,02M438,9
Residential District 04,24Q236,2
Residential District 04,10X342,2
Residential District 04,06M211,23
Residential District 04,02M529,25
Residential District 04,27Q480,2
Residential District 04,25Q425,3
Residential District 04,15K462,3
Residential District 04,14K071,3
Residential District 04,10X268,2
Residential District 04,10X374,2
Residential District 04,02M419,30
Residential District 04,02M425,7
Residential District 04,22K535,3
Residential District 04,02M550,3
Residential District 04,21K559,3
Residential District 04,30Q450,9
Residential District 04,08X530,6
Residential District 04,01M515,10
Residential District 04,02M308,34
Residential District 04,03M541,171
Residential District 04,02M427,20
Residential District 04,02M542,14
Residential District 04,02M392,52
Residential District 04,04M435,437
Residential District 04,02M280,19
Residential District 04,02M459,34
Residential District 04,02M439,129
Residential District 04,10X477,2
Residential District 04,24Q585,3
Residential District 04,29Q492,2
Residential District 04,17K590,2
Residential District 04,28Q167,2
