district,school,num_applications
Residential District 02,07X600,2
Residential District 02,32K554,3
Residential District 02,08X367,4
Residential District 02,02M630,202
Residential District 02,27Q400,3
Residential District 02,24Q610,55
Residential District 02,30Q580,99
Residential District 02,01M696,519
Residential District 02,24Q299,279
Residential District 02,02M411,1793
Residential District 02,26Q495,2
Residential District 02,03M479,1250
Residential District 02,13K595,4
Residential District 02,10X434,2
Residential District 02,13K670,4
Residential District 02,29Q313,3
Residential District 02,16K455,2
Residential District 02,10X264,2
Residential District 02,11X545,2
Residential District 02,09X260,7
Residential District 02,09X227,6
Residential District 02,07X522,2
Residential District 02,09X324,2
Residential District 02,10X439,3
Residential District 02,09X413,3
Residential District 02,11X418,3
Residential District 02,09X403,2
Residential District 02,11X265,1
Residential District 02,12X267,3
Residential District 02,09X525,2
Residential District 02,07X527,2
Residential District 02,08X349,2
Residential District 02,09X505,3
Residential District 02,10X546,2
Residential District 02,11X508,2
Residential District 02,17K547,2
Residential District 02,15K448,2
Residential District 02,22K555,3
Residential District 02,23K493,3
Residential District 02,13K412,4
Residential District 02,16K498,4
Residential District 02,15K656,24
Residential District 02,17K745,3
Residential District 02,13K439,7
Residential District 02,19K639,2
Residential District 02,14K488,8
Residential District 02,18K567,2
Residential District 02,32K556,2
Residential District 02,02M393,73
Residential District 02,26Q315,3
Residential District 02,31R047,2
Residential District 02,07X548,3
Residential District 02,10X442,2
Residential District 02,04M555,316
Residential District 02,27Q262,2
Residential District 02,02M615,133
Residential District 02,06M293,29
Residential District 02,13K674,13
Residential District 02,24Q293,3
Residential District 02,17K600,3
Residential District 02,11X288,3
Residential District 02,05M362,488
Residential District 02,06M346,3
Residential District 02,09X327,2
Residential District 02,10X524,2
Residential District 02,31R450,3
Residential District 02,10X440,10
Residential District 02,15K429,9
Residential District 02,10X549,2
Residential District 02,13K265,3
Residential District 02,09X329,3
Residential District 02,32K545,2
Residential District 02,09X231,2
Residential District 02,05M148,1
Residential District 02,01M450,421
Residential District 02,14K477,3
Residential District 02,25Q281,2
Residential District 02,21K525,8
Residential District 02,02M416,1539
Residential District 02,30Q258,8
Residential District 02,04M372,2
Residential District 02,02M294,331
Residential District 02,09X250,2
Residential District 02,19K502,3
Residential District 02,02M303,35
Residential District 02,02M288,58
Residential District 02,10X437,3
Residential District 02,10X438,6
Residential District 02,28Q440,11
Residential District 02,20K490,16
Residential District 02,26Q430,8
Residential District 02,03M417,350
Residential District 02,30Q501,197
Residential District 02,05M499,15
Residential District 02,03M860,2
Residential District 02,13K605,3
Residential District 02,08X452,2
Residential District 02,02M374,78
Residential District 02,06M552,3
Residential District 02,24Q485,3
Residential District 02,11X455,3
Residential District 02,02M534,386
Residential District 02,08X405,3
Residential District 02,04M680,16
Residential District 02,24Q550,6
Residential District 02,19K504,3
Residential District 02,27Q650,4
Residential District 02,11X544,7
Residential District 02,02M545,302
Residential District 02,02M400,401
Residential District 02,06M468,11
Residential District 02,02M420,271
Residential District 02,03M492,38
Residential District 02,06M467,10
Residential District 02,06M463,3
Residential District 02,18K633,4
Residential District 02,17K546,2
Residential District 02,10X433,2
Residential District 02,17K537,2
Residential District 02,03M494,48
Residential District 02,11X275,2
Residential District 02,02M489,254
Residential District 02,02M296,27
Residential District 02,21K348,2
Residential District 02,20K485,6
Residential District 02,28Q505,3
Residential District 02,07X500,2
Residential District 02,02M437,64
Residential District 02,29Q498,3
Residential District 02,02M605,69
Residential District 02,02M407,184
Residential District 02,24Q530,3
Residential District 02,21K337,2
Residential District 02,02M438,20
Residential District 02,06M211,12
Residential District 02,02M529,8
Residential District 02,22K425,2
Residential District 02,27Q480,3
Residential District 02,21K540,7
Residential District 02,15K462,3
Residential District 02,21K468,3
Residential District 02,10X374,2
Residential District 02,02M419,59
Residential District 02,02M425,44
Residential District 02,22K535,27
Residential District 02,21K559,2
Residential District 02,02M655,21
Residential District 02,30Q450,8
Residential District 02,02M308,122
Residential District 02,14K586,2
Residential District 02,03M541,741
Residential District 02,02M427,26
Residential District 02,02M542,18
Residential District 02,02M392,96
Residential District 02,04M435,322
Residential District 02,02M280,110
Residential District 02,02M459,25
Residential District 02,02M439,526
Residential District 02,24Q585,8
Residential District 02,17K590,3
Residential District 02,28Q167,2
Residential District 02,12X248,2
Residential District 02,24Q520,3
Residential District 02,22K405,58
Residential District 02,08X312,7
Residential District 02,15K684,55
Residential District 02,02M418,1495
Residential District 02,09X297,2
Residential District 02,09X252,3
Residential District 02,05M304,3
Residential District 02,12X242,2
Residential District 02,02M432,46
Residential District 02,02M520,20
Residential District 02,02M412,1624
Residential District 02,02M414,1117
Residential District 02,02M376,942
Residential District 02,02M543,140
Residential District 02,31R440,3
Residential District 02,01M539,1219
Residential District 02,20K445,16
Residential District 02,11X513,2
Residential District 02,30Q555,2
Residential District 02,01M292,95
Residential District 02,14K474,3
Residential District 02,02M298,276
Residential District 02,04M495,151
Residential District 02,15K464,3
Residential District 02,17K122,3
Residential District 02,08X320,2
Residential District 02,11X542,2
Residential District 02,02M408,98
Residential District 02,28Q680,2
Residential District 02,27Q302,3
Residential District 02,25Q252,2
Residential District 02,24Q600,9
Residential District 02,02M422,137
Residential District 02,08X293,2
Residential District 02,02M531,28
Residential District 02,02M580,16
Residential District 02,24Q560,3
Residential District 02,27Q323,2
Residential District 02,09X404,2
Residential District 02,02M413,1109
Residential District 02,08X348,1
Residential District 02,13K419,11
Residential District 02,17K543,7
Residential District 02,07X221,2
Residential District 02,03M859,41
Residential District 02,02M139,51
Residential District 02,15K667,2
Residential District 02,31R460,3
Residential District 02,02M519,77
Residential District 02,32K552,2
Residential District 02,15K497,2
Residential District 02,16K688,2
Residential District 02,32K168,3
Residential District 02,12X478,6
Residential District 02,02M260,1349
Residential District 02,06M462,2
Residential District 02,03M403,29
Residential District 02,02M399,27
Residential District 02,14K478,4
Residential District 02,17K528,2
Residential District 02,02M600,108
Residential District 02,07X223,2
Residential District 02,03M299,6
Residential District 02,31R080,1
Residential District 02,07X551,2
Residential District 02,19K764,3
Residential District 02,02M135,30
Residential District 02,05M157,2
Residential District 02,03M402,18
Residential District 02,13K483,7
Residential District 02,14K454,3
Residential District 02,10X225,2
Residential District 02,28Q620,3
Residential District 02,05M670,6
Residential District 02,31R455,3
Residential District 02,25Q525,165
Residential District 02,19K615,3
Residential District 02,02M533,57
Residential District 02,02M500,44
Residential District 02,07X495,8
Residential District 02,01M448,179
Residential District 02,02M305,36
Residential District 02,02M507,214
Residential District 02,13K527,3
Residential District 02,02M282,107
Residential District 02,02M551,128
Residential District 02,09X241,2
Residential District 02,20K609,3
Residential District 02,03M307,17
Residential District 02,05M369,8
Residential District 02,02M316,6
Residential District 02,02M300,38
Residential District 02,02M449,101
Residential District 02,03M415,18
Residential District 02,06M348,2
Residential District 02,03M291,248
Residential District 02,08X558,2
Residential District 02,30Q445,3
Residential District 02,21K620,2
Residential District 02,14K558,10
Residential District 02,14K561,13
Residential District 02,19K510,3
Residential District 02,10X353,2
Residential District 02,04M610,26
Residential District 02,30Q286,2
Residential District 02,14K614,2
Residential District 02,09X568,2
Residential District 03,02M047,8
Residential District 03,14K610,6
Residential District 03,06M540,64
Residential District 03,21K410,3
Residential District 03,30Q301,18
Residential District 03,17K382,3
Residential District 03,18K637,3
Residential District 03,32K403,2
Residential District 03,17K751,3
Residential District 03,09X365,2
Residential District 03,11X270,3
Residential District 03,02M546,114
Residential District 03,30Q575,14
Residential District 03,24Q264,3
Residential District 03,17K408,3
Residential District 03,19K618,3
Residential District 03,07X600,8
Residential District 03,32K554,3
Residential District 03,08X367,3
Residential District 03,02M630,86
Residential District 03,27Q400,3
Residential District 03,24Q610,12
Residential District 03,30Q580,45
Residential District 03,01M696,206
Residential District 03,24Q299,180
Residential District 03,02M411,219
Residential District 03,03M479,563
Residential District 03,13K595,4
Residential District 03,10X434,2
Residential District 03,13K670,4
Residential District 03,29Q313,3
Residential District 03,10X264,2
Residential District 03,11X290,2
Residential District 03,11X545,2
Residential District 03,12X479,2
Residential District 03,09X260,9
Residential District 03,09X227,2
Residential District 03,07X522,2
Residential District 03,09X324,2
Residential District 03,10X213,2
Residential District 03,11X249,3
Residential District 03,10X439,2
Residential District 03,09X413,3
Residential District 03,11X253,2
Residential District 03,11X418,3
Residential District 03,09X403,2
Residential District 03,12X267,3
Residential District 03,09X525,2
Residential District 03,07X527,6
Residential District 03,09X505,6
Residential District 03,10X284,2
Residential District 03,08X269,2
Residential District 03,10X546,2
Residential District 03,11X508,2
Residential District 03,15K448,2
Residential District 03,22K555,3
Residential District 03,13K412,4
Residential District 03,18K566,3
Residential District 03,16K498,3
Residential District 03,15K656,4
Residential District 03,19K639,2
Residential District 03,17K548,3
Residential District 03,02M393,100
Residential District 03,31R047,2
Residential District 03,07X548,3
Residential District 03,10X442,2
Residential District 03,04M555,321
Residential District 03,02M615,56
Residential District 03,06M293,43
Residential District 03,13K674,4
Residential District 03,24Q293,3
Residential District 03,09X564,2
Residential District 03,11X288,3
Residential District 03,05M362,436
Residential District 03,06M346,27
Residential District 03,07X427,2
Residential District 03,09X327,2
Residential District 03,10X524,1
Residential District 03,31R450,3
Residential District 03,19K659,2
Residential District 03,10X440,3
Residential District 03,10X549,2
Residential District 03,13K265,3
Residential District 03,23K644,2
Residential District 03,05M148,15
Residential District 03,12X271,2
Residential District 03,01M450,69
Residential District 03,02M416,372
Residential District 03,30Q258,3
Residential District 03,04M372,11
Residential District 03,02M294,122
Residential District 03,09X250,2
Residential District 03,19K502,3
Residential District 03,02M303,33
Residential District 03,12X682,2
Residential District 03,02M288,86
Residential District 03,10X437,9
Residential District 03,10X438,2
Residential District 03,28Q440,3
Residential District 03,26Q430,3
Residential District 03,03M417,326
Residential District 03,30Q501,101
Residential District 03,05M499,55
Residential District 03,03M860,40
Residential District 03,09X517,2
Residential District 03,31R064,3
Residential District 03,02M374,27
Residential District 03,06M552,12
Residential District 03,24Q485,3
Residential District 03,07X259,6
Residential District 03,11X455,6
Residential District 03,02M534,206
Residential District 03,07X670,7
Residential District 03,08X405,3
Residential District 03,04M680,43
Residential District 03,24Q550,4
Residential District 03,19K504,3
Residential District 03,27Q650,4
Residential District 03,02M545,27
Residential District 03,02M400,280
Residential District 03,06M423,3
Residential District 03,06M468,16
Residential District 03,02M420,64
Residential District 03,18K617,2
Residential District 03,03M492,48
Residential District 03,06M467,16
Residential District 03,06M463,8
Residential District 03,17K539,2
Residential District 03,10X433,2
Residential District 03,17K537,2
Residential District 03,03M494,49
Residential District 03,11X275,2
Residential District 03,02M489,70
Residential District 03,02M296,27
Residential District 03,21K348,2
Residential District 03,28Q325,2
Residential District 03,07X500,2
Residential District 03,02M437,37
Residential District 03,02M605,36
Residential District 03,10X368,2
Residential District 03,02M544,2
Residential District 03,02M407,42
Residential District 03,07X334,2
Residential District 03,24Q530,3
Residential District 03,17K524,2
Residential District 03,02M438,7
Residential District 03,06M211,41
Residential District 03,02M529,3
Residential District 03,28Q350,2
Residential District 03,22K425,2
Residential District 03,25Q425,2
Residential District 03,21K540,3
Residential District 03,15K462,3
Residential District 03,15K592,2
Residential District 03,10X268,2
Residential District 03,10X374,2
Residential District 03,02M419,53
Residential District 03,02M425,6
Residential District 03,22K535,3
Residential District 03,21K559,2
Residential District 03,02M655,24
Residential District 03,30Q450,3
Residential District 03,02M308,48
Residential District 03,14K586,2
Residential District 03,03M541,398
Residential District 03,02M427,11
Residential District 03,02M542,20
Residential District 03,02M392,73
Residential District 03,04M435,310
Residential District 03,02M280,55
Residential District 03,02M459,16
Residential District 03,02M439,197
Residential District 03,10X477,3
Residential District 03,26Q435,2
Residential District 03,24Q585,3
Residential District 03,17K590,3
Residential District 03,28Q167,2
Residential District 03,12X248,2
Residential District 03,24Q520,3
Residential District 03,22K405,7
Residential District 03,08X312,3
Residential District 03,15K684,4
Residential District 03,02M418,458
Residential District 03,09X252,3
Residential District 03,05M304,21
Residential District 03,12X242,2
Residential District 03,07X473,3
Residential District 03,02M432,18
Residential District 03,02M520,9
Residential District 03,02M412,239
Residential District 03,02M414,326
Residential District 03,02M376,358
Residential District 03,16K765,2
Residential District 03,02M543,56
Residential District 03,31R440,3
Residential District 03,01M539,340
Residential District 03,20K445,4
Residential District 03,11X513,2
Residential District 03,01M292,18
Residential District 03,14K474,3
Residential District 03,02M298,109
Residential District 03,12X388,2
Residential District 03,04M495,202
Residential District 03,17K122,3
Residential District 03,11X542,2
Residential District 03,19K507,3
Residential District 03,31R445,2
Residential District 03,02M408,63
Residential District 03,25Q241,2
Residential District 03,24Q600,3
Residential District 03,02M422,69
Residential District 03,31R600,2
Residential District 03,02M531,20
Residential District 03,02M580,6
Residential District 03,10X141,2
Residential District 03,24Q560,3
Residential District 03,27Q324,2
Residential District 03,27Q323,2
Residential District 03,19K683,3
Residential District 03,09X404,2
Residential District 03,02M413,148
Residential District 03,13K419,4
Residential District 03,07X221,8
Residential District 03,03M859,34
Residential District 03,19K422,2
Residential District 03,02M139,31
Residential District 03,31R460,3
Residential District 03,02M519,45
Residential District 03,32K552,2
Residential District 03,15K497,2
Residential District 03,32K168,3
Residential District 03,12X478,3
Residential District 03,02M260,384
Residential District 03,06M462,8
Residential District 03,31R028,1
Residential District 03,03M403,94
Residential District 03,02M399,11
Residential District 03,14K478,4
Residential District 03,17K528,2
Residential District 03,02M600,55
Residential District 03,07X223,7
Residential District 03,10X237,3
Residential District 03,03M299,18
Residential District 03,07X551,2
Residential District 03,19K764,3
Residential District 03,02M135,20
Residential District 03,05M157,9
Residential District 03,03M402,58
Residential District 03,14K454,3
Residential District 03,05M670,24
Residential District 03,31R455,3
Residential District 03,25Q525,50
Residential District 03,19K615,3
Residential District 03,02M533,26
Residential District 03,02M500,16
Residential District 03,07X495,15
Residential District 03,01M448,41
Residential District 03,18K642,2
Residential District 03,02M305,14
Residential District 03,02M507,168
Residential District 03,02M282,45
Residential District 03,02M551,24
Residential District 03,03M307,32
Residential District 03,05M369,31
Residential District 03,02M316,7
Residential District 03,02M300,27
Residential District 03,02M449,65
Residential District 03,19K660,2
Residential District 03,03M415,35
Residential District 03,06M348,2
Residential District 03,10X243,2
Residential District 03,03M291,474
Residential District 03,30Q445,3
Residential District 03,14K558,3
Residential District 03,14K561,3
Residential District 03,12X684,2
Residential District 03,10X353,2
Residential District 03,28Q284,2
Residential District 03,04M610,68
Residential District 03,30Q286,2
Residential District 03,09X568,2
Residential District 04,02M047,15
Residential District 04,14K610,9
Residential District 04,06M540,100
Residential District 04,30Q301,15
Residential District 04,17K382,3
Residential District 04,18K637,3
Residential District 04,17K751,3
Residential District 04,11X270,3
Residential District 04,02M546,133
Residential District 04,19K404,3
Residential District 04,30Q575,4
Residential District 04,24Q264,3
Residential District 04,17K408,3
Residential District 04,19K618,3
Residential District 04,27Q309,3
Residential District 04,07X600,9
Residential District 04,32K554,3
Residential District 04,08X376,1
Residential District 04,08X367,3
Residential District 04,02M630,80
Residential District 04,11X299,2
Residential District 04,27Q400,3
Residential District 04,24Q610,8
Residential District 04,30Q580,10
Residential District 04,01M696,78
Residential District 04,24Q299,30
Residential District 04,02M411,152
Residential District 04,26Q495,2
Residential District 04,03M479,144
Residential District 04,13K595,4
Residential District 04,10X434,2
Residential District 04,13K670,4
Residential District 04,26Q415,2
Residential District 04,10X264,2
Residential District 04,08X432,2
Residential District 04,09X260,13
Residential District 04,09X227,2
Residential District 04,07X522,2
Residential District 04,10X213,2
Residential District 04,10X439,2
Residential District 04,09X413,7
Residential District 04,11X418,3
Residential District 04,09X412,2
Residential District 04,09X403,2
Residential District 04,11X265,1
Residential District 04,12X267,6
Residential District 04,09X525,2
Residential District 04,07X527,9
Residential District 04,08X349,2
Residential District 04,09X505,9
Residential District 04,08X269,6
Residential District 04,10X546,2
Residential District 04,11X508,2
Residential District 04,22K555,3
Residential District 04,16K498,3
Residential District 04,15K656,4
Residential District 04,17K745,2
Residential District 04,13K439,2
Residential District 04,19K639,2
Residential District 04,14K488,3
Residential District 04,17K548,3
Residential District 04,21K690,2
Residential District 04,02M393,100
Residential District 04,26Q315,3
Residential District 04,07X548,15
Residential District 04,10X442,9
Residential District 04,04M555,388
Residential District 04,02M615,63
Residential District 04,06M293,58
Residential District 04,13K674,4
Residential District 04,24Q293,3
Residential District 04,17K600,3
Residential District 04,11X288,11
Residential District 04,05M362,223
Residential District 04,06M346,24
Residential District 04,07X427,12
Residential District 04,09X327,2
Residential District 04,31R450,3
Residential District 04,10X440,9
Residential District 04,15K429,4
Residential District 04,10X549,2
Residential District 04,13K265,3
Residential District 04,09X329,3
Residential District 04,09X231,2
Residential District 04,23K644,2
Residential District 04,05M148,29
Residential District 04,12X271,2
Residential District 04,19K409,2
Residential District 04,01M450,89
Residential District 04,25Q281,2
Residential District 04,02M416,196
Residential District 04,30Q258,8
Residential District 04,04M372,107
Residential District 04,02M294,102
Residential District 04,09X250,2
Residential District 04,12X251,2
Residential District 04,19K502,3
Residential District 04,02M303,50
Residential District 04,12X682,2
Residential District 04,25Q460,3
Residential District 04,02M288,89
Residential District 04,10X437,15
Residential District 04,10X438,6
Residential District 04,28Q440,3
Residential District 04,20K490,2
Residential District 04,26Q430,3
Residential District 04,03M417,87
Residential District 04,30Q501,17
Residential District 04,05M499,80
Residential District 04,03M860,81
Residential District 04,09X517,2
Residential District 04,13K605,3
Residential District 04,02M374,43
Residential District 04,06M552,9
Residential District 04,07X259,2
Residential District 04,11X455,8
Residential District 04,02M534,100
Residential District 04,07X670,14
Residential District 04,04M680,149
Residential District 04,24Q550,4
Residential District 04,28Q328,2
Residential District 04,27Q650,3
Residential District 04,11X544,3
Residential District 04,02M545,19
Residential District 04,02M400,76
Residential District 04,06M423,3
Residential District 04,06M468,23
Residential District 04,02M420,96
Residential District 04,18K617,2
Residential District 04,03M492,31
Residential District 04,28Q690,2
Residential District 04,06M467,20
Residential District 04,06M463,6
Residential District 04,18K633,4
Residential District 04,17K546,2
Residential District 04,10X433,2
Residential District 04,09X543,3
Residential District 04,17K537,2
Residential District 04,03M494,66
Residential District 04,11X275,2
Residential District 04,02M489,52
Residential District 04,02M296,30
Residential District 04,21K348,2
Residential District 04,28Q505,3
Residential District 04,28Q325,1
Residential District 04,07X500,13
Residential District 04,02M437,34
Residential District 04,29Q498,3
Residential District 04,02M605,39
Residential District 04,10X368,2
Residential District 04,02M544,2
Residential District 04,02M407,28
Residential District 04,07X334,10
Residential District 04,24Q530,3
Residential District 04,02M438,13
Residential District 04,06M211,36
Residential District 04,02M529,6
Residential District 04,28Q350,2
Residential District 04,27Q480,3
Residential District 04,25Q425,2
Residential District 04,15K462,3
Residential District 04,14K071,3
Residential District 04,21K468,3
Residential District 04,10X268,2
Residential District 04,10X374,7
Residential District 04,02M419,29
Residential District 04,21K572,3
Residential District 04,02M425,27
Residential District 04,22K535,3
Residential District 04,21K559,2
Residential District 04,02M655,126
Residential District 04,30Q450,3
Residential District 04,08X530,2
Residential District 04,02M308,43
Residential District 04,14K586,2
Residential District 04,03M541,181
Residential District 04,02M427,15
Residential District 04,02M542,13
Residential District 04,02M392,54
Residential District 04,04M435,441
Residential District 04,02M280,40
Residential District 04,02M459,29
Residential District 04,02M439,167
Residential District 04,10X477,3
Residential District 04,26Q435,2
Residential District 04,24Q585,3
Residential District 04,12X248,2
Residential District 04,24Q520,3
Residential District 04,22K405,3
Residential District 04,08X312,3
Residential District 04,15K684,4
Residential District 04,02M418,100
Residential District 04,09X297,2
Residential District 04,09X252,2
Residential District 04,05M304,20
Residential District 04,12X242,2
Residential District 04,07X473,2
Residential District 04,02M432,31
Residential District 04,02M520,17
Residential District 04,02M412,53
Residential District 04,02M414,78
Residential District 04,02M376,111
Residential District 04,02M543,53
Residential District 04,31R440,3
Residential District 04,01M539,88
Residential District 04,20K445,3
Residential District 04,11X513,2
Residential District 04,24Q455,2
Residential District 04,01M292,24
Residential District 04,22K611,2
Residential District 04,14K474,3
Residential District 04,02M298,143
Residential District 04,04M495,382
Residential District 04,08X320,2
Residential District 04,11X542,2
Residential District 04,19K507,3
Residential District 04,31R445,2
Residential District 04,29Q283,2
Residential District 04,02M408,31
Residential District 04,28Q310,2
Residential District 04,26Q566,2
Residential District 04,24Q600,9
Residential District 04,02M422,20
Residential District 04,31R600,2
Residential District 04,08X293,2
Residential District 04,02M531,17
Residential District 04,02M580,15
Residential District 04,10X141,2
Residential District 04,24Q560,3
Residential District 04,27Q323,2
