district,school,num_applications
Residential District 01,02M374,54
Residential District 01,07X259,2
Residential District 01,02M534,75
Residential District 01,02M586,12
Residential District 01,08X405,3
Residential District 01,04M680,13
Residential District 01,02M560,2
Residential District 01,24Q550,4
Residential District 01,02M545,71
Residential District 01,02M400,10
Residential District 01,06M468,3
Residential District 01,02M420,95
Residential District 01,03M492,7
Residential District 01,06M467,3
Residential District 01,06M463,3
Residential District 01,18K633,2
Residential District 01,17K546,2
Residential District 01,17K539,2
Residential District 01,17K537,3
Residential District 01,03M494,12
Residential District 01,02M489,51
Residential District 01,02M296,4
Residential District 01,20K485,3
Residential District 01,28Q505,4
Residential District 01,02M437,14
Residential District 01,02M605,30
Residential District 01,02M407,64
Residential District 01,07X334,2
Residential District 01,24Q530,3
Residential District 01,02M438,17
Residential District 01,24Q236,2
Residential District 01,06M211,3
Residential District 01,02M529,6
Residential District 01,02M313,3
Residential District 01,22K425,2
Residential District 01,27Q480,3
Residential District 01,25Q425,3
Residential District 01,21K540,4
Residential District 01,15K462,4
Residential District 01,14K071,3
Residential District 01,21K468,2
Residential District 01,18K569,2
Residential District 01,02M419,32
Residential District 01,21K572,3
Residential District 01,02M425,13
Residential District 01,22K535,4
Residential District 01,02M550,2
Residential District 01,30Q450,3
Residential District 01,01M515,48
Residential District 01,02M308,96
Residential District 01,14K586,2
Residential District 01,03M541,85
Residential District 01,02M427,3
Residential District 01,02M542,3
Residential District 01,02M392,34
Residential District 01,04M435,49
Residential District 01,02M280,58
Residential District 01,02M459,4
Residential District 01,02M439,99
Residential District 01,10X477,2
Residential District 01,24Q585,2
Residential District 01,17K590,3
Residential District 01,12X248,2
Residential District 01,24Q520,3
Residential District 01,22K405,12
Residential District 01,08X312,3
Residential District 01,15K684,23
Residential District 01,02M418,162
Residential District 01,09X297,2
Residential District 01,05M304,2
Residential District 01,12X242,2
Residential District 01,02M432,15
Residential District 01,02M520,26
Residential District 01,02M412,123
Residential District 01,02M414,80
Residential District 01,02M376,122
Residential District 01,30Q417,2
Residential District 01,02M543,94
Residential District 01,31R440,2
Residential District 01,01M539,198
Residential District 01,20K445,4
Residential District 01,01M292,140
Residential District 01,22K611,2
Residential District 01,14K474,2
Residential District 01,02M298,161
Residential District 01,24Q296,3
Residential District 01,04M495,15
Residential District 01,15K464,2
Residential District 01,17K122,2
Residential District 01,11X542,2
Residential District 01,31R445,3
Residential District 01,02M408,15
Residential District 01,27Q302,3
Residential District 01,24Q600,3
Residential District 01,02M422,27
Residential District 01,31R600,3
Residential District 01,02M531,3
Residential District 01,02M580,9
Residential District 01,10X141,2
Residential District 01,24Q560,3
Residential District 01,27Q323,2
Residential District 01,02M413,85
Residential District 01,13K419,7
Residential District 01,03M859,7
Residential District 01,02M139,11
Residential District 01,15K667,2
Residential District 01,31R460,3
Residential District 01,02M519,20
Residential District 01,15K497,3
Residential District 01,16K688,2
Residential District 01,32K168,3
Residential District 01,32K549,2
Residential District 01,12X478,3
Residential District 01,02M260,111
Residential District 01,06M462,3
Residential District 01,03M403,6
Residential District 01,02M399,8
Residential District 01,02M655,2
Residential District 01,14K478,3
Residential District 01,17K528,2
Residential District 01,02M600,31
Residential District 01,07X551,2
Residential District 01,02M135,25
Residential District 01,03M402,3
Residential District 01,13K483,3
Residential District 01,14K454,3
Residential District 01,28Q620,4
Residential District 01,31R455,2
Residential District 01,25Q525,30
Residential District 01,02M533,31
Residential District 01,02M500,8
Residential District 01,07X495,2
Residential District 01,01M448,210
Residential District 01,18K642,2
Residential District 01,02M305,47
Residential District 01,02M507,22
Residential District 01,02M282,62
Residential District 01,02M551,22
Residential District 01,05M369,3
Residential District 01,02M316,4
Residential District 01,02M300,3
Residential District 01,13K350,3
Residential District 01,02M449,10
Residential District 01,03M415,8
Residential District 01,10X243,2
Residential District 01,03M291,6
Residential District 01,30Q445,3
Residential District 01,14K558,6
Residential District 01,14K561,3
Residential District 01,19K510,2
Residential District 01,10X353,2
Residential District 01,28Q284,3
Residential District 01,04M610,6
Residential District 02,02M047,26
Residential District 02,14K610,6
Residential District 02,06M540,23
Residential District 02,30Q301,40
Residential District 02,17K382,3
Residential District 02,18K637,3
Residential District 02,32K403,3
Residential District 02,17K751,3
Residential District 02,02M546,238
Residential District 02,19K404,3
Residential District 02,30Q575,19
Residential District 02,24Q264,16
Residential District 02,17K408,3
Residential District 02,19K618,3
Residential District 02,27Q309,3
Residential District 02,07X600,3
Residential District 02,32K554,3
Residential District 02,08X367,3
Residential District 02,02M630,215
Residential District 02,27Q400,2
Residential District 02,24Q610,54
Residential District 02,30Q580,134
Residential District 02,01M696,547
Residential District 02,24Q299,175
Residential District 02,02M411,1422
Residential District 02,26Q495,3
Residential District 02,03M479,1270
Residential District 02,13K595,6
Residential District 02,10X434,3
Residential District 02,13K670,6
Residential District 02,29Q313,3
Residential District 02,26Q415,3
Residential District 02,11X545,2
Residential District 02,08X432,2
Residential District 02,12X479,2
Residential District 02,09X260,11
Residential District 02,09X227,2
Residential District 02,09X324,2
Residential District 02,10X213,2
Residential District 02,12X511,2
Residential District 02,11X249,2
Residential District 02,10X439,2
Residential District 02,09X413,3
Residential District 02,11X418,3
Residential District 02,09X412,2
Residential District 02,09X403,2
Residential District 02,12X267,2
Residential District 02,07X527,2
Residential District 02,09X505,2
Residential District 02,10X284,2
Residential District 02,11X508,2
Residential District 02,17K547,2
Residential District 02,15K448,2
Residential District 02,22K555,3
Residential District 02,13K412,8
Residential District 02,16K498,3
Residential District 02,15K656,35
Residential District 02,17K745,2
Residential District 02,13K439,2
Residential District 02,19K639,2
Residential District 02,14K488,6
Residential District 02,02M393,52
Residential District 02,26Q315,3
Residential District 02,31R047,2
Residential District 02,29Q326,3
Residential District 02,07X548,3
Residential District 02,04M555,304
Residential District 02,02M615,82
Residential District 02,06M293,9
Residential District 02,13K674,14
Residential District 02,17K600,3
Residential District 02,15K519,2
Residential District 02,11X288,3
Residential District 02,05M362,442
Residential District 02,06M346,2
Residential District 02,09X327,1
Residential District 02,31R450,3
Residential District 02,19K659,2
Residential District 02,10X440,27
Residential District 02,15K429,15
Residential District 02,10X549,2
Residential District 02,13K265,3
Residential District 02,23K644,3
Residential District 02,05M148,2
Residential District 02,12X271,2
Residential District 02,01M450,235
Residential District 02,14K477,2
Residential District 02,25Q281,3
Residential District 02,21K525,3
Residential District 02,02M416,1480
Residential District 02,02M394,17
Residential District 02,30Q258,13
Residential District 02,04M372,3
Residential District 02,02M294,331
Residential District 02,19K502,3
Residential District 02,02M303,28
Residential District 02,02M288,73
Residential District 02,10X437,3
Residential District 02,28Q440,10
Residential District 02,01M458,2
Residential District 02,20K490,8
Residential District 02,26Q430,12
Residential District 02,03M417,184
Residential District 02,30Q501,223
Residential District 02,05M499,9
Residential District 02,03M860,12
Residential District 02,23K514,3
Residential District 02,13K605,11
Residential District 02,13K594,3
Residential District 02,02M374,84
Residential District 02,06M552,2
Residential District 02,24Q485,3
Residential District 02,07X259,2
Residential District 02,11X455,3
Residential District 02,02M534,277
Residential District 02,02M586,10
Residential District 02,07X670,2
Residential District 02,08X405,2
Residential District 02,04M680,19
Residential District 02,02M560,2
Residential District 02,24Q550,4
Residential District 02,27Q650,3
Residential District 02,02M545,268
Residential District 02,10X565,2
Residential District 02,02M400,389
Residential District 02,06M423,2
Residential District 02,06M468,3
Residential District 02,02M420,251
Residential District 02,03M492,43
Residential District 02,06M467,8
Residential District 02,06M463,6
Residential District 02,17K546,2
Residential District 02,24Q267,2
Residential District 02,03M494,74
Residential District 02,02M489,188
Residential District 02,02M296,18
Residential District 02,11X509,3
Residential District 02,21K348,3
Residential District 02,20K485,14
Residential District 02,12X550,2
Residential District 02,28Q505,6
Residential District 02,28Q325,2
Residential District 02,07X500,2
Residential District 02,02M437,75
Residential District 02,29Q498,4
Residential District 02,02M605,128
Residential District 02,10X368,2
Residential District 02,02M407,236
Residential District 02,24Q530,7
Residential District 02,02M438,22
Residential District 02,06M211,3
Residential District 02,02M529,41
Residential District 02,02M313,8
Residential District 02,22K425,2
Residential District 02,25Q425,3
Residential District 02,21K540,4
Residential District 02,15K462,7
Residential District 02,14K071,2
Residential District 02,21K468,2
Residential District 02,02M419,34
Residential District 02,02M425,34
Residential District 02,22K535,22
Residential District 02,02M550,6
Residential District 02,30Q450,24
Residential District 02,01M515,22
Residential District 02,02M308,63
Residential District 02,14K586,2
Residential District 02,03M541,714
Residential District 02,02M427,25
Residential District 02,02M542,8
Residential District 02,02M392,108
Residential District 02,04M435,370
Residential District 02,02M280,69
Residential District 02,02M459,51
Residential District 02,02M439,536
Residential District 02,10X477,2
Residential District 02,24Q585,11
Residential District 02,29Q492,2
Residential District 02,17K590,3
Residential District 02,28Q167,3
Residential District 02,24Q520,6
Residential District 02,22K405,69
Residential District 02,08X312,8
Residential District 02,15K684,100
Residential District 02,02M418,1274
Residential District 02,05M304,2
Residential District 02,12X242,2
Residential District 02,02M432,91
Residential District 02,02M520,23
Residential District 02,02M412,1308
Residential District 02,02M414,905
Residential District 02,02M376,565
Residential District 02,30Q417,8
Residential District 02,02M543,85
Residential District 02,31R440,6
Residential District 02,01M539,637
Residential District 02,20K445,6
Residential District 02,01M292,47
Residential District 02,14K474,2
Residential District 02,02M298,227
Residential District 02,04M495,122
Residential District 02,15K464,2
Residential District 02,29Q259,2
Residential District 02,17K122,2
Residential District 02,19K507,4
Residential District 02,31R445,3
Residential District 02,29Q283,2
Residential District 02,02M408,95
Residential District 02,28Q680,2
Residential District 02,27Q302,3
Residential District 02,25Q241,3
Residential District 02,28Q686,3
Residential District 02,25Q252,2
Residential District 02,24Q600,21
Residential District 02,02M422,63
Residential District 02,31R600,3
Residential District 02,02M531,28
Residential District 02,02M580,120
Residential District 02,27Q475,3
Residential District 02,25Q670,2
Residential District 02,24Q560,14
Residential District 02,27Q323,2
Residential District 02,17K531,7
Residential District 02,02M413,680
Residential District 02,13K419,18
Residential District 02,17K543,3
Residential District 02,07X221,2
Residential District 02,03M859,56
Residential District 02,02M139,59
Residential District 02,15K667,2
Residential District 02,31R460,3
Residential District 02,02M519,96
Residential District 02,15K497,7
Residential District 02,32K168,3
Residential District 02,32K549,2
Residential District 02,12X478,3
Residential District 02,02M260,1046
Residential District 02,06M462,3
Residential District 02,31R028,1
Residential District 02,19K953,2
Residential District 02,03M403,21
Residential District 02,02M399,18
Residential District 02,02M655,28
Residential District 02,14K478,3
Residential District 02,17K528,2
Residential District 02,02M600,104
Residential District 02,07X223,3
Residential District 02,03M299,16
Residential District 02,31R080,5
Residential District 02,07X551,2
Residential District 02,02M135,18
Residential District 02,05M157,6
Residential District 02,03M402,11
Residential District 02,13K483,9
Residential District 02,14K454,3
Residential District 02,10X225,3
Residential District 02,28Q620,8
Residential District 02,05M670,2
Residential District 02,31R455,2
Residential District 02,25Q525,267
Residential District 02,02M533,45
Residential District 02,02M500,30
Residential District 02,07X495,8
Residential District 02,01M448,185
Residential District 02,18K642,2
Residential District 02,02M305,32
Residential District 02,02M507,211
Residential District 02,13K527,3
Residential District 02,02M282,67
Residential District 02,02M551,97
Residential District 02,09X241,2
Residential District 02,03M307,11
Residential District 02,05M369,3
Residential District 02,02M316,7
Residential District 02,02M300,26
Residential District 02,13K350,3
Residential District 02,02M449,99
Residential District 02,19K660,3
Residential District 02,03M415,24
Residential District 02,06M348,2
Residential District 02,03M291,226
Residential District 02,30Q445,6
Residential District 02,21K620,4
Residential District 02,14K558,18
Residential District 02,14K561,7
Residential District 02,08X282,2
Residential District 02,10X353,2
Residential District 02,28Q284,3
Residential District 02,04M610,18
Residential District 02,30Q286,2
Residential District 02,14K614,2
Residential District 02,09X568,2
Residential District 03,02M047,3
Residential District 03,14K610,4
Residential District 03,06M540,80
Residential District 03,21K410,3
Residential District 03,30Q301,20
Residential District 03,17K382,3
Residential District 03,18K637,3
Residential District 03,17K751,3
Residential District 03,11X270,2
Residential District 03,02M546,84
Residential District 03,30Q575,10
Residential District 03,24Q264,6
Residential District 03,17K408,3
Residential District 03,27Q309,3
Residential District 03,07X600,8
Residential District 03,32K554,3
Residential District 03,08X367,3
Residential District 03,02M630,110
Residential District 03,12X446,2
Residential District 03,27Q400,2
Residential District 03,24Q610,12
Residential District 03,30Q580,37
Residential District 03,01M696,201
Residential District 03,24Q299,130
Residential District 03,02M411,389
Residential District 03,03M479,628
Residential District 03,13K595,4
Residential District 03,10X434,3
Residential District 03,13K670,3
Residential District 03,16K455,2
Residential District 03,10X264,3
Residential District 03,11X290,2
Residential District 03,11X545,2
Residential District 03,12X479,2
Residential District 03,09X260,9
Residential District 03,10X351,2
Residential District 03,09X227,2
Residential District 03,08X561,2
Residential District 03,07X522,2
Residential District 03,10X213,2
Residential District 03,11X249,2
Residential District 03,10X439,2
Residential District 03,09X413,9
Residential District 03,11X418,2
Residential District 03,09X412,2
Residential District 03,09X403,2
Residential District 03,12X267,2
Residential District 03,09X525,2
Residential District 03,07X527,2
Residential District 03,09X505,8
Residential District 03,10X284,2
Residential District 03,08X269,1
Residential District 03,11X508,2
Residential District 03,17K547,2
Residential District 03,15K448,2
Residential District 03,13K412,3
Residential District 03,15K423,3
Residential District 03,15K656,17
Residential District 03,17K745,2
Residential District 03,14K488,3
Residential District 03,02M393,50
Residential District 03,07X548,7
Residential District 03,10X442,2
Residential District 03,04M555,356
Residential District 03,02M615,35
Residential District 03,06M293,26
Residential District 03,13K674,3
Residential District 03,17K600,3
Residential District 03,11X288,3
Residential District 03,05M362,499
Residential District 03,06M346,8
Residential District 03,07X427,3
Residential District 03,09X327,1
Residential District 03,18K629,2
Residential District 03,31R450,3
Residential District 03,10X440,9
Residential District 03,13K265,3
Residential District 03,09X329,2
Residential District 03,09X231,2
Residential District 03,05M148,20
Residential District 03,12X271,2
Residential District 03,01M450,54
Residential District 03,25Q281,3
Residential District 03,21K525,2
Residential District 03,02M416,626
Residential District 03,30Q258,4
Residential District 03,04M372,13
Residential District 03,02M294,121
Residential District 03,02M303,24
Residential District 03,12X682,2
Residential District 03,02M288,61
Residential District 03,10X437,7
Residential District 03,28Q440,3
Residential District 03,01M458,2
Residential District 03,26Q430,4
Residential District 03,03M417,277
Residential District 03,30Q501,115
Residential District 03,20K505,2
Residential District 03,05M499,48
Residential District 03,03M860,66
Residential District 03,09X517,6
Residential District 03,27Q260,2
Residential District 03,23K514,3
Residential District 03,13K605,3
Residential District 03,02M374,22
Residential District 03,06M552,2
Residential District 03,24Q485,3
Residential District 03,07X259,2
Residential District 03,11X455,3
Residential District 03,02M534,151
Residential District 03,02M586,3
Residential District 03,07X670,9
Residential District 03,08X405,2
Residential District 03,04M680,35
Residential District 03,02M560,2
Residential District 03,27Q650,3
Residential District 03,11X544,3
Residential District 03,02M545,14
Residential District 03,02M400,293
Residential District 03,06M423,2
Residential District 03,06M468,3
Residential District 03,02M420,76
Residential District 03,03M492,51
Residential District 03,06M467,7
Residential District 03,06M463,8
Residential District 03,17K537,3
Residential District 03,03M494,82
Residential District 03,11X275,3
Residential District 03,02M489,57
Residential District 03,02M296,12
Residential District 03,28Q505,4
Residential District 03,07X500,2
Residential District 03,02M437,24
Residential District 03,29Q498,4
Residential District 03,02M605,52
Residential District 03,10X368,2
Residential District 03,02M544,2
Residential District 03,02M407,49
Residential District 03,07X334,2
Residential District 03,24Q530,3
Residential District 03,02M438,6
Residential District 03,06M211,9
Residential District 03,02M529,14
Residential District 03,02M313,6
Residential District 03,22K425,2
Residential District 03,25Q425,3
Residential District 03,21K540,4
Residential District 03,14K071,2
Residential District 03,10X374,2
Residential District 03,02M419,46
Residential District 03,02M425,8
Residential District 03,22K535,6
Residential District 03,02M550,2
Residential District 03,30Q450,3
Residential District 03,01M515,3
Residential District 03,02M308,18
Residential District 03,03M541,458
Residential District 03,02M427,3
Residential District 03,02M542,19
Residential District 03,02M392,55
Residential District 03,04M435,341
Residential District 03,02M280,15
Residential District 03,02M459,22
Residential District 03,02M439,194
Residential District 03,10X477,1
Residential District 03,24Q585,2
Residential District 03,29Q492,2
Residential District 03,17K590,3
Residential District 03,24Q520,3
Residential District 03,22K405,10
Residential District 03,08X312,3
Residential District 03,15K684,15
Residential District 03,02M418,463
Residential District 03,09X297,2
Residential District 03,09X252,2
Residential District 03,05M304,22
Residential District 03,12X242,1
Residential District 03,02M432,21
Residential District 03,02M520,3
Residential District 03,02M412,379
Residential District 03,02M414,318
Residential District 03,02M376,269
Residential District 03,16K765,2
Residential District 03,30Q417,2
Residential District 03,02M543,15
Residential District 03,01M539,173
Residential District 03,20K445,4
Residential District 03,11X513,3
Residential District 03,01M292,9
Residential District 03,22K611,2
Residential District 03,02M298,57
Residential District 03,04M495,198
Residential District 03,17K122,2
Residential District 03,08X320,2
Residential District 03,11X542,2
Residential District 03,19K507,4
Residential District 03,02M408,61
Residential District 03,27Q302,3
Residential District 03,25Q241,3
Residential District 03,24Q600,3
Residential District 03,02M422,29
Residential District 03,21K344,2
Residential District 03,31R600,3
Residential District 03,08X293,2
Residential District 03,02M531,24
Residential District 03,02M580,18
Residential District 03,24Q560,3
Residential District 03,09X404,1
Residential District 03,02M413,187
Residential District 03,13K419,3
Residential District 03,07X221,2
Residential District 03,03M859,50
Residential District 03,19K422,2
Residential District 03,02M139,28
Residential District 03,02M519,56
Residential District 03,23K697,3
Residential District 03,15K497,3
Residential District 03,12X478,3
Residential District 03,02M260,319
Residential District 03,06M462,10
Residential District 03,03M403,74
Residential District 03,02M399,3
Residential District 03,02M655,20
Residential District 03,14K478,3
Residential District 03,02M600,55
Residential District 03,07X223,3
Residential District 03,10X237,3
Residential District 03,03M299,13
Residential District 03,07X551,2
Residential District 03,02M135,9
Residential District 03,05M157,18
Residential District 03,03M402,72
Residential District 03,13K483,3
Residential District 03,10X225,2
Residential District 03,28Q620,4
Residential District 03,05M670,34
Residential District 03,25Q525,62
Residential District 03,19K615,3
Residential District 03,02M533,10
Residential District 03,02M500,15
Residential District 03,07X495,19
Residential District 03,01M448,35
Residential District 03,02M305,11
Residential District 03,02M507,143
Residential District 03,13K527,3
Residential District 03,02M282,23
Residential District 03,02M551,29
Residential District 03,09X241,2
Residential District 03,20K609,2
Residential District 03,03M307,28
Residential District 03,05M369,32
Residential District 03,02M316,8
Residential District 03,02M300,33
Residential District 03,09X263,2
Residential District 03,02M449,42
Residential District 03,19K660,3
Residential District 03,03M415,57
Residential District 03,07X625,3
Residential District 03,06M348,2
Residential District 03,03M291,490
Residential District 03,21K620,4
Residential District 03,14K558,4
Residential District 03,12X684,3
Residential District 03,08X282,2
Residential District 03,28Q284,3
Residential District 03,04M610,49
Residential District 03,09X568,2
Residential District 04,02M047,8
Residential District 04,14K610,7
Residential District 04,06M540,87
Residential District 04,21K410,3
Residential District 04,30Q301,11
Residential District 04,17K382,3
Residential District 04,18K637,3
Residential District 04,32K403,3
Residential District 04,17K751,3
Residential District 04,09X365,4
Residential District 04,11X270,2
Residential District 04,02M546,107
Residential District 04,19K404,3
Residential District 04,30Q575,3
Residential District 04,24Q264,4
Residential District 04,17K408,3
Residential District 04,19K618,3
Residential District 04,27Q309,3
Residential District 04,07X600,18
Residential District 04,08X376,2
Residential District 04,08X367,3
Residential District 04,02M630,119
Residential District 04,12X446,1
Residential District 04,27Q400,2
Residential District 04,24Q610,12
Residential District 04,30Q580,7
Residential District 04,01M696,78
Residential District 04,24Q299,13
Residential District 04,02M411,151
Residential District 04,03M479,174
Residential District 04,13K595,4
Residential District 04,10X434,2
Residential District 04,13K670,3
Residential District 04,29Q313,3
Residential District 04,26Q415,3
Residential District 04,10X264,2
Residential District 04,11X290,2
Residential District 04,11X545,2
Residential District 04,09X260,15
Residential District 04,10X351,1
Residential District 04,09X227,2
Residential District 04,08X561,2
Residential District 04,07X522,8
Residential District 04,09X324,2
Residential District 04,10X213,2
Residential District 04,12X511,1
Residential District 04,11X249,2
Residential District 04,10X439,6
Residential District 04,09X413,6
Residential District 04,11X253,2
Residential District 04,11X418,10
Residential District 04,09X412,2
Residential District 04,09X403,2
Residential District 04,12X267,2
Residential District 04,07X527,8
Residential District 04,08X349,2
Residential District 04,09X505,12
Residential District 04,10X284,7
Residential District 04,08X269,1
Residential District 04,10X546,2
Residential District 04,11X508,2
Residential District 04,17K547,2
Residential District 04,15K448,2
Residential District 04,22K555,3
Residential District 04,23K493,2
Residential District 04,13K412,3
Residential District 04,15K423,3
Residential District 04,16K498,3
Residential District 04,15K656,5
Residential District 04,13K439,2
Residential District 04,19K639,2
Residential District 04,14K488,3
Residential District 04,02M393,72
Residential District 04,07X548,14
Residential District 04,10X442,9
Residential District 04,04M555,470
Residential District 04,02M615,29
Residential District 04,06M293,28
Residential District 04,13K674,3
Residential District 04,24Q293,2
Residential District 04,11X288,9
Residential District 04,05M362,219
Residential District 04,06M346,8
Residential District 04,07X427,12
Residential District 04,09X327,1
Residential District 04,18K629,2
Residential District 04,31R450,3
Residential District 04,10X440,3
Residential District 04,15K429,3
Residential District 04,13K265,3
Residential District 04,09X329,2
Residential District 04,09X231,7
Residential District 04,23K644,3
Residential District 04,29Q327,2
Residential District 04,05M148,25
Residential District 04,12X271,2
Residential District 04,01M450,42
Residential District 04,14K477,2
Residential District 04,25Q281,2
Residential District 04,14K685,2
Residential District 04,02M416,303
Residential District 04,02M394,2
Residential District 04,30Q258,3
Residential District 04,04M372,169
Residential District 04,02M294,55
Residential District 04,12X251,2
Residential District 04,02M303,16
Residential District 04,12X682,2
Residential District 04,25Q460,3
Residential District 04,02M288,52
Residential District 04,10X437,13
Residential District 04,10X438,2
Residential District 04,28Q440,3
Residential District 04,01M458,2
Residential District 04,20K490,3
Residential District 04,26Q430,6
Residential District 04,03M417,60
Residential District 04,30Q501,33
Residential District 04,20K505,2
Residential District 04,05M499,53
Residential District 04,03M860,65
Residential District 04,09X517,3
Residential District 04,27Q260,2
Residential District 04,23K514,6
Residential District 04,29Q272,4
Residential District 04,13K605,3
Residential District 04,08X452,2
Residential District 04,13K594,3
Residential District 04,02M374,48
Residential District 04,06M552,2
Residential District 04,24Q485,3
Residential District 04,07X259,9
Residential District 04,11X455,6
Residential District 04,02M534,61
Residential District 04,02M586,2
Residential District 04,07X670,2
Residential District 04,08X405,7
Residential District 04,04M680,218
Residential District 04,02M560,2
Residential District 04,24Q550,7
Residential District 04,27Q650,3
Residential District 04,11X544,3
Residential District 04,02M545,15
Residential District 04,10X565,2
Residential District 04,02M400,61
Residential District 04,06M468,10
Residential District 04,02M420,78
Residential District 04,03M492,34
Residential District 04,28Q690,3
Residential District 04,06M467,10
Residential District 04,06M463,16
Residential District 04,18K633,2
Residential District 04,17K546,2
Residential District 04,17K539,2
Residential District 04,10X433,2
Residential District 04,09X543,2
Residential District 04,17K537,3
Residential District 04,24Q267,2
Residential District 04,03M494,64
Residential District 04,11X275,6
Residential District 04,02M489,40
Residential District 04,02M296,18
Residential District 04,11X509,2
Residential District 04,21K348,3
Residential District 04,20K485,2
Residential District 04,12X550,1
Residential District 04,28Q505,3
Residential District 04,07X500,6
Residential District 04,02M437,20
Residential District 04,29Q498,4
Residential District 04,02M605,44
Residential District 04,10X368,2
Residential District 04,02M407,10
Residential District 04,07X334,2
Residential District 04,24Q530,3
Residential District 04,21K337,3
Residential District 04,02M438,3
Residential District 04,06M211,11
Residential District 04,02M529,20
Residential District 04,02M313,3
Residential District 04,22K425,2
Residential District 04,27Q480,3
Residential District 04,25Q425,3
Residential District 04,14K071,2
Residential District 04,10X374,2
Residential District 04,02M419,13
Residential District 04,02M425,13
Residential District 04,22K535,4
Residential District 04,02M550,7
Residential District 04,30Q450,10
Residential District 04,08X530,1
Residential District 04,01M515,14
Residential District 04,02M308,31
Residential District 04,03M541,165
Residential District 04,02M427,25
Residential District 04,02M542,17
Residential District 04,02M392,54
Residential District 04,04M435,485
Residential District 04,02M280,18
Residential District 04,02M459,67
Residential District 04,02M439,129
Residential District 04,10X477,6
Residential District 04,26Q435,2
Residential District 04,24Q585,2
Residential District 04,29Q492,2
Residential District 04,17K590,3
Residential District 04,12X248,2
Residential District 04,24Q520,3
Residential District 04,22K405,6
Residential District 04,08X312,3
Residential District 04,15K684,4
Residential District 04,02M418,100
Residential District 04,05M304,16
Residential District 04,07X473,1
Residential District 04,19K583,3
Residential District 04,02M432,33
Residential District 04,02M520,11
Residential District 04,02M412,61
Residential District 04,02M414,73
Residential District 04,02M376,63
Residential District 04,02M543,31
Residential District 04,31R440,2
Residential District 04,01M539,52
Residential District 04,20K445,10
Residential District 04,24Q455,2
Residential District 04,01M292,11
Residential District 04,22K611,2
Residential District 04,14K474,2
Residential District 04,02M298,81
Residential District 04,04M495,403
Residential District 04,15K464,2
Residential District 04,29Q259,2
Residential District 04,17K122,2
Residential District 04,11X542,2
Residential District 04,19K507,4
Residential District 04,31R445,3
Residential District 04,02M408,34
Residential District 04,28Q310,2
Residential District 04,27Q302,3
Residential District 04,28Q686,3
Residential District 04,29Q248,2
Residential District 04,25Q252,2
Residential District 04,24Q600,13
Residential District 04,02M422,11
Residential District 04,21K344,2
Residential District 04,08X293,2
Residential District 04,02M531,20
Residential District 04,02M580,12
Residential District 04,10X141,1
Residential District 04,25Q670,2
Residential District 04,24Q560,3
Residential District 04,27Q323,2
Residential District 04,09X404,1
Residential District 04,17K531,2
Residential District 04,02M413,52
Residential District 04,07X221,6
Residential District 04,03M859,7
Residential District 04,02M139,13
Residential District 04,15K667,2
Residential District 04,31R460,2
Residential District 04,02M519,60
Residential District 04,15K497,3
